topic_id,topic,subfield,field,domain,works_count,keywords,description
T11535,Chemotherapy-induced cardiotoxicity and mitigation,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,34211,Anthracyclines; Doxorubicin; Cardiomyopathy; Chemotherapy; Cardiovascular Complications; Trastuzumab; Oxidative Stress; Cardiac Dysfunction; Prevention; Survivors,"This cluster of papers focuses on the cardiotoxic effects of various cancer treatments, particularly anthracyclines and related drugs like doxorubicin and trast"
T11308,Sphingolipid Metabolism and Signaling,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,34191,Sphingolipids; Sphingosine-1-Phosphate; Ceramide; Lysophospholipids; Sphingosine Kinase; FTY720; Lymphocyte Egress; Insulin Resistance; Cancer; Apoptosis,"This cluster of papers explores the role of sphingolipids, including sphingosine-1-phosphate and ceramide, in signaling and metabolism, with implications for he"
T13454,Phenothiazines and Benzothiazines Synthesis and Activities,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,34188,Phenothiazines; Biological Activities; Antimicrobial; Synthesis; Anticancer; Non-antibiotic Drugs; Smiles Rearrangement; DNA Synthesis Inhibition; Antioxidant Activity; Neuroprotective Agents,"This cluster of papers focuses on the biological activities, synthesis, and potential applications of phenothiazines and related compounds. It covers a wide ran"
T12313,Emotions and Moral Behavior,Social Psychology,Psychology,Social Sciences,34152,Shame; Guilt; Pride; Envy; Emotion Regulation; Appraisal Theory; Self-Conscious Emotions; Social Rank; Depression; Empathy,"This cluster of papers explores the complex interplay of moral emotions such as shame, guilt, pride, and envy, and their impact on behavior, social interactions"
T12333,Abdominal Surgery and Complications,Pulmonary and Respiratory Medicine,Medicine,Health Sciences,34123,Intra-abdominal Hypertension; Abdominal Compartment Syndrome; Damage Control Surgery; Open Abdomen Management; Vacuum-Assisted Closure; Enterocutaneous Fistula; Pneumoperitoneum Effects; Renal Dysfunc,"This cluster of papers focuses on the diagnosis, management, and complications of intra-abdominal hypertension and abdominal compartment syndrome, particularly "
T11943,Pharmacovigilance and Adverse Drug Reactions,Toxicology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,34104,Adverse Drug Reactions; Pharmacovigilance; Signal Detection; Drug Safety Surveillance; Spontaneous Reporting Systems; Data Mining; Patient Reporting; Regulatory Actions; Causality Assessment; Hospital,"This cluster of papers focuses on the study, detection, monitoring, and reporting of adverse drug reactions (ADRs) through pharmacovigilance. It covers various "
T13863,Cultural History and Identity Formation,History,Arts and Humanities,Social Sciences,34091,Cultural History; Identity; Community; Nationalism; Gender; Colonialism; Art History; Literature; Ethnicity; Memory,"This cluster of papers explores the complex interplay of cultural history, identity formation, and memory, encompassing topics such as nationalism, gender, colo"
T11329,Limits and Structures in Graph Theory,Discrete Mathematics and Combinatorics,Mathematics,Physical Sciences,34077,Graph Limits; Szemerédi's Theorem; Hypergraphs; Regularity Lemma; Erdos-Rényi Random Graphs; Ramsey Numbers; Sum-Product Phenomenon; Quasirandomness; Random Regular Graphs; Dirac's Theorem,"This cluster of papers explores limits, structures, and extremal problems in graph theory, focusing on topics such as graph limits, Szemerédi's theorem, hypergr"
T13339,Landscape and Cultural Studies,Archeology,Arts and Humanities,Social Sciences,34072,Feng Shui; Cultural Heritage; Landscape Architecture; Ecological Diversity; Traditional Knowledge; Environmental Management; Urban Planning; Conservation Policy; Geographical Extent; Socioecological S,"This cluster of papers explores the influence of Feng Shui on cultural landscapes, encompassing topics such as landscape architecture, ecological diversity, tra"
T12780,Heavy Metal Pollution Remediation,Water Science and Technology,Environmental Science,Physical Sciences,34024,Water Quality; Pollution; Heavy Metals; Xylitol Toxicity; Environmental Management; Aquatic Ecosystems; Wastewater Treatment; Bioecology Sampling; Marine Biology; Toxicology,"This cluster of papers covers a wide range of topics related to water quality and pollution, including the impact of heavy metals, xylitol toxicity in dogs, met"
T12866,Urologic and reproductive health conditions,Rheumatology,Medicine,Health Sciences,33976,Angiomyxoma; Prostate; Seminal Vesicle; Fibroepithelial Polyps; Ejaculatory Duct Obstruction; Mesenchymal Tumors; Vulvovaginal Pathology; Hemospermia; Acrochordon; Urethral Polyps,"This cluster of papers focuses on the pathology, diagnosis, and management of genitourinary soft tissue tumors and anomalies, including aggressive angiomyxoma, "
T13851,"Law, AI, and Intellectual Property",Artificial Intelligence,Computer Science,Physical Sciences,33929,Cyberbiosecurity; Artificial Intelligence; Legal Implications; Biological Engineering; Patent Law; Digitalization; Copyright; Regulatory Challenges; Ethical Issues; Innovation Policy,"This cluster of papers explores the intersection of cyberbiosecurity, artificial intelligence, and legal implications, focusing on regulatory challenges, ethica"
T12991,Phytase and its Applications,Plant Science,Agricultural and Biological Sciences,Life Sciences,33921,Phytic Acid; Phytase; myo-Inositol; Bioavailability; Seed Genetics; Nutritional Impact; Food Processing; Enzyme Engineering; Mineral Interaction; Plant Breeding,"This cluster of papers explores the significance of phytic acid in nutrition and agriculture, focusing on its presence in food sources, impact on human nutritio"
T14387,Environmental Engineering and Cultural Studies,Information Systems,Computer Science,Physical Sciences,33891,Information Technology Infrastructure; Reliability Assessment; EaaS Optimization; Deep Water Technology; Ceramic Design; STEM Education Support; Cloud Computing; Ablution Spaces; Marine Biotechnology;,"This cluster of papers explores the impact of information technology infrastructure on various sectors such as mergers and acquisitions, sanitary ware products,"
T12534,Protein Degradation and Inhibitors,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,33887,BET Bromodomains; PROTACs; Therapeutic Strategy; Histone Recognition; Small Molecule Inhibitors; Cereblon-Dependent Degradation; Epigenetic Readers; Super-Enhancers; Transcriptional Regulation; Drug D,"This cluster of papers focuses on the targeted degradation of specific proteins, particularly through the use of BET bromodomain inhibitors and PROTACs. The res"
T12604,Glycogen Storage Diseases and Myoclonus,Rheumatology,Medicine,Health Sciences,33882,Glycogen; Metabolism; Myoclonic Disorders; Glycogen Storage Diseases; Lafora Disease; Glucose-6-Phosphatase System; Neurodegeneration; Epilepsy; Neutrophil Dysfunction; Genetic Mutations,"This cluster of papers focuses on the metabolism of glycogen, particularly in the context of myoclonic disorders such as progressive myoclonus epilepsy and glyc"
T14516,English Language Learning and Teaching,Information Systems,Computer Science,Physical Sciences,33877,Digital Learning; Online Learning; E-Learning; Educational Multimedia; Language Teaching; Learning Media; Instructional Materials; Blended Learning; ICT Related Disciplines; Student Perception,"This cluster of papers covers a wide range of topics related to innovations in education technology and learning methods, including digital learning, online lea"
T14445,Transportation Safety and Impact Analysis,Civil and Structural Engineering,Engineering,Physical Sciences,33864,Crash Tests; Finite Element Simulation; Guardrail Systems; Vehicle Impact; Safety Performance; Barrier Design; Dynamic Loading; Roadside Hardware; Collision Analysis; Wireless Sensor Network,"This cluster of papers focuses on the simulation, analysis, and optimization of road safety barriers, including guardrail systems and concrete barriers. It cove"
T12347,Ginger and Zingiberaceae research,Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,33860,Ginger; Zingiber officinale; Pharmacological; Antioxidant; Anti-inflammatory; Cancer; Bioactive Compounds; Toxicological; Diabetes; Medicinal,"This cluster of papers explores the phytochemical, pharmacological, and toxicological properties of ginger (Zingiber officinale Roscoe). It covers a wide range "
T12036,Argentine historical studies,Cultural Studies,Social Sciences,Social Sciences,33831,Argentina; Cultural; Social; History; Intellectuals; Politics; Peronism; Gender; Economy; Public Health,"This cluster of papers covers a wide range of topics related to the cultural and social history of Argentina, including the role of intellectuals, political mov"
T11944,Participatory Visual Research Methods,Sociology and Political Science,Social Sciences,Social Sciences,33821,Photovoice; Participatory Action Research; Visual Methodologies; Youth Participation; Community Engagement; Ethical Considerations; Arts-based Methods; Qualitative Inquiry; Empowerment; Social Justice,"This cluster of papers focuses on the use of participatory visual research methods, such as Photovoice and graphic elicitation, in social science research. It e"
T13733,Moravian Church and William Blake,Literature and Literary Theory,Arts and Humanities,Social Sciences,33810,William Blake; Religion; Literature; Gender; Race; Feminist Thought; Material Sublime; Moravian History; Political Aesthetic; Gothic Imagination,"This cluster of papers explores the influence of William Blake on literature, religion, and society, delving into themes such as gender, race, feminist thought,"
